time,gFx.gFy,gFz.wx,wy.wz,
0.28,-0.01,0.11,0.99,0.01,0.05,0.05,
0.281,-0.01,0.11,0.99,0.02,0.05,0.06,
0.281,-0.02,0.11,0.99,0.02,0.05,0.06,
0.282,-0.02,0.11,0.99,0.02,0.05,0.06,
0.283,-0.01,0.11,0.99,0.02,0.05,0.06,
0.283,-0.01,0.11,0.99,0.02,0.05,0.06,
0.284,-0.02,0.11,0.99,0.02,0.05,0.06,
0.284,-0.02,0.11,0.99,0.02,0.05,0.06,
0.284,-0.02,0.11,0.99,0.02,0.05,0.06,
0.285,-0.02,0.11,0.99,0.01,0.05,0.06,
0.286,-0.01,0.11,0.99,0.01,0.05,0.06,
0.286,-0.01,0.11,0.99,0.02,0.05,0.06,
0.299,-0.01,0.11,0.99,0.02,0.05,0.06,
0.3,-0.01,0.11,0.99,0.02,0.05,0.06,
0.3,-0.01,0.11,0.99,0.02,0.05,0.06,
0.301,-0.01,0.11,0.99,0.01,0.03,0.06,
0.301,-0.01,0.11,1.00,0.01,0.03,0.06,
0.301,-0.01,0.11,1.00,0.01,0.03,0.05,
0.303,-0.01,0.12,1.00,0.01,0.03,0.05,
0.303,-0.01,0.12,1.00,0.00,0.02,0.05,
0.308,-0.01,0.12,1.01,0.00,0.02,0.05,
0.308,-0.01,0.12,1.01,0.01,0.01,0.05,
0.313,-0.01,0.12,1.01,0.01,0.01,0.05,
0.313,-0.01,0.12,1.01,0.01,0.01,0.04,
0.317,-0.01,0.12,1.00,0.01,0.01,0.04,
0.318,-0.01,0.12,1.00,0.01,0.01,0.04,
0.329,-0.01,0.12,1.00,0.01,0.01,0.04,
0.329,-0.01,0.12,1.00,0.01,0.01,0.04,
0.333,-0.01,0.12,1.00,0.01,0.01,0.04,
0.333,-0.01,0.12,1.00,0.00,0.01,0.04,
0.334,-0.01,0.12,1.00,0.00,0.01,0.04,
0.334,-0.01,0.12,1.00,-0.00,0.01,0.04,
0.345,-0.01,0.12,1.00,-0.00,0.01,0.04,
0.346,-0.01,0.12,1.00,-0.01,0.02,0.03,
0.346,-0.01,0.12,1.00,-0.01,0.02,0.03,
0.346,-0.01,0.12,1.00,-0.01,0.02,0.03,
0.347,-0.01,0.12,1.00,-0.01,0.02,0.03,
0.348,-0.01,0.12,1.00,-0.01,0.03,0.02,
0.352,-0.01,0.12,1.00,-0.01,0.03,0.02,
0.353,-0.01,0.12,1.00,-0.01,0.03,0.02,
0.357,-0.01,0.12,1.00,-0.01,0.03,0.02,
0.358,-0.01,0.12,1.00,-0.01,0.03,0.01,
0.362,-0.01,0.13,1.00,-0.01,0.03,0.01,
0.363,-0.01,0.13,1.00,-0.01,0.02,0.01,
0.367,-0.01,0.13,1.00,-0.01,0.02,0.01,
0.368,-0.01,0.13,1.00,-0.00,0.02,0.00,
0.372,-0.01,0.13,1.01,-0.00,0.02,0.00,
0.374,-0.01,0.13,1.01,0.00,0.01,0.00,
0.378,-0.01,0.13,1.01,0.00,0.01,0.00,
0.379,-0.01,0.13,1.01,0.00,0.01,-0.00,
0.383,-0.02,0.13,1.00,0.00,0.01,-0.00,
0.384,-0.02,0.13,1.00,0.00,0.01,-0.01,
0.39,-0.01,0.13,1.00,0.00,0.01,-0.01,
0.391,-0.01,0.13,1.00,0.01,-0.00,-0.01,
0.393,-0.01,0.13,1.00,0.01,-0.00,-0.01,
0.394,-0.01,0.13,1.00,0.01,-0.01,-0.01,
0.398,-0.01,0.13,1.00,0.01,-0.01,-0.01,
0.399,-0.01,0.13,1.00,0.01,-0.01,-0.02,
0.403,-0.01,0.13,1.00,0.01,-0.01,-0.02,
0.404,-0.01,0.13,1.00,0.01,-0.02,-0.03,
0.408,-0.01,0.13,1.00,0.01,-0.02,-0.03,
0.409,-0.01,0.13,1.00,0.00,-0.02,-0.02,
0.413,-0.02,0.13,1.00,0.00,-0.02,-0.02,
0.414,-0.02,0.13,1.00,0.00,-0.02,-0.02,
0.418,-0.02,0.13,1.00,0.00,-0.02,-0.02,
0.419,-0.02,0.13,1.00,0.00,-0.03,-0.02,
0.438,-0.02,0.12,0.99,0.00,-0.03,-0.02,
0.439,-0.02,0.12,0.99,-0.00,-0.03,-0.02,
0.439,-0.01,0.12,0.99,-0.00,-0.03,-0.02,
0.44,-0.01,0.12,0.99,-0.01,-0.03,-0.02,
0.44,-0.01,0.12,0.99,-0.01,-0.03,-0.02,
0.441,-0.01,0.12,0.99,-0.02,-0.02,-0.02,
0.441,-0.01,0.12,0.99,-0.02,-0.02,-0.02,
0.441,-0.01,0.12,0.99,-0.02,-0.02,-0.02,
0.443,-0.00,0.13,0.99,-0.02,-0.02,-0.02,
0.444,-0.00,0.13,0.99,-0.03,-0.02,-0.02,
0.448,-0.01,0.13,1.00,-0.03,-0.02,-0.02,
0.448,-0.01,0.13,1.00,-0.03,-0.02,-0.02,
0.453,-0.01,0.13,1.00,-0.03,-0.02,-0.02,
0.454,-0.01,0.13,1.00,-0.03,-0.02,-0.02,
0.459,-0.02,0.12,1.00,-0.03,-0.02,-0.02,
0.463,-0.02,0.12,1.00,-0.03,-0.02,-0.03,
0.464,-0.02,0.12,1.00,-0.03,-0.02,-0.03,
0.464,-0.02,0.12,1.00,-0.03,-0.02,-0.02,
0.468,-0.02,0.12,1.00,-0.03,-0.02,-0.02,
0.469,-0.02,0.12,1.00,-0.02,-0.01,-0.02,
0.479,-0.02,0.12,1.00,-0.02,-0.01,-0.02,
0.48,-0.02,0.12,1.00,-0.01,-0.02,-0.02,
0.481,-0.02,0.12,1.01,-0.01,-0.02,-0.02,
0.482,-0.02,0.12,1.01,-0.01,-0.01,-0.02,
0.513,-0.01,0.12,1.01,-0.01,-0.01,-0.02,
0.514,-0.01,0.12,1.01,-0.00,-0.00,-0.02,
0.516,-0.01,0.12,1.01,-0.00,-0.00,-0.02,
0.516,-0.01,0.12,1.01,0.01,0.01,-0.01,
0.516,-0.02,0.12,1.00,0.01,0.01,-0.01,
0.517,-0.02,0.12,1.00,0.02,0.01,-0.02,
0.517,-0.02,0.12,1.00,0.02,0.01,-0.02,
0.517,-0.02,0.12,1.00,0.02,0.02,-0.01,
0.518,-0.02,0.12,0.99,0.02,0.02,-0.01,
0.518,-0.02,0.12,0.99,0.03,0.01,-0.01,
0.519,-0.02,0.12,0.99,0.03,0.01,-0.01,
0.519,-0.02,0.12,0.99,0.04,0.01,-0.01,
0.52,-0.02,0.12,0.99,0.04,0.01,-0.01,
0.52,-0.02,0.12,0.99,0.03,0.01,-0.00,
0.522,-0.02,0.12,0.99,0.03,0.01,-0.00,
0.523,-0.02,0.12,0.99,0.03,0.02,-0.01,
0.524,-0.02,0.12,0.99,0.03,0.02,-0.01,
0.524,-0.02,0.12,0.99,0.03,0.01,-0.01,
0.532,-0.02,0.12,0.99,0.03,0.01,-0.01,
0.534,-0.02,0.12,0.99,0.02,0.00,-0.01,
0.534,-0.02,0.11,0.98,0.02,0.00,-0.01,
0.535,-0.02,0.11,0.98,0.02,-0.00,-0.01,
0.54,-0.02,0.11,0.98,0.02,-0.00,-0.01,
0.54,-0.02,0.11,0.98,0.01,-0.01,-0.00,
0.544,-0.02,0.12,0.98,0.01,-0.01,-0.00,
0.544,-0.02,0.12,0.98,-0.00,-0.02,-0.01,
0.548,-0.02,0.12,0.98,-0.00,-0.02,-0.01,
0.549,-0.02,0.12,0.98,-0.01,-0.03,0.00,
0.555,-0.02,0.12,0.99,-0.01,-0.03,0.00,
0.556,-0.02,0.12,0.99,-0.01,-0.03,0.00,
0.566,-0.02,0.12,0.99,-0.01,-0.03,0.00,
0.567,-0.02,0.12,0.99,-0.02,-0.02,0.00,
0.567,-0.01,0.12,0.99,-0.02,-0.02,0.00,
0.568,-0.01,0.12,0.99,-0.02,-0.03,0.01,
0.57,-0.02,0.12,0.99,-0.02,-0.03,0.01,
0.57,-0.02,0.12,0.99,-0.02,-0.03,0.01,
0.575,-0.01,0.12,0.99,-0.02,-0.03,0.01,
0.576,-0.01,0.12,0.99,-0.02,-0.03,0.01,
0.58,-0.02,0.12,0.99,-0.02,-0.03,0.01,
0.58,-0.02,0.12,0.99,-0.02,-0.03,0.01,
0.585,-0.02,0.12,0.99,-0.02,-0.03,0.01,
0.585,-0.02,0.12,0.99,-0.02,-0.02,0.01,
0.59,-0.02,0.11,0.99,-0.02,-0.02,0.01,
0.591,-0.02,0.11,0.99,-0.01,-0.01,0.02,
0.595,-0.01,0.12,1.00,-0.01,-0.01,0.02,
0.595,-0.01,0.12,1.00,-0.00,0.00,0.02,
0.599,-0.01,0.11,1.00,-0.00,0.00,0.02,
0.6,-0.01,0.11,1.00,0.00,0.00,0.02,
0.606,-0.01,0.11,1.00,0.00,0.00,0.02,
0.607,-0.01,0.11,1.00,0.02,0.00,0.01,
0.61,-0.01,0.11,1.00,0.02,0.00,0.01,
0.61,-0.01,0.11,1.00,0.02,0.01,0.01,
0.615,-0.01,0.11,1.00,0.02,0.01,0.01,
0.615,-0.01,0.11,1.00,0.02,0.02,0.01,
0.62,-0.01,0.11,1.00,0.02,0.02,0.01,
0.62,-0.01,0.11,1.00,0.03,0.01,0.01,
0.625,-0.02,0.11,1.00,0.03,0.01,0.01,
0.625,-0.02,0.11,1.00,0.03,0.02,0.01,
0.629,-0.02,0.11,1.00,0.03,0.02,0.01,
0.63,-0.02,0.11,1.00,0.03,0.02,0.01,
0.634,-0.02,0.11,1.01,0.03,0.02,0.01,
0.635,-0.02,0.11,1.01,0.04,0.01,0.02,
0.648,-0.01,0.11,1.01,0.04,0.01,0.02,
0.649,-0.01,0.11,1.01,0.03,0.02,0.02,
0.65,-0.02,0.11,1.01,0.03,0.02,0.02,
0.65,-0.02,0.11,1.01,0.03,0.02,0.01,
0.65,-0.02,0.11,1.01,0.03,0.02,0.01,
0.651,-0.02,0.11,1.01,0.03,0.02,0.01,
0.656,-0.02,0.11,1.01,0.03,0.02,0.01,
0.657,-0.02,0.11,1.01,0.03,0.01,0.01,
0.661,-0.01,0.11,1.01,0.03,0.01,0.01,
0.661,-0.01,0.11,1.01,0.02,0.02,0.01,
0.665,-0.01,0.11,1.01,0.02,0.02,0.01,
0.665,-0.01,0.11,1.01,0.02,0.02,0.01,
0.67,-0.01,0.11,1.01,0.02,0.02,0.01,
0.672,-0.01,0.11,1.01,0.01,0.01,0.02,
0.674,-0.01,0.11,1.01,0.01,0.01,0.02,
0.675,-0.01,0.11,1.01,0.00,0.01,0.01,
0.679,-0.02,0.11,1.01,0.00,0.01,0.01,
0.681,-0.02,0.11,1.01,0.00,0.01,0.01,
0.685,-0.01,0.11,1.01,0.00,0.01,0.01,
0.685,-0.01,0.11,1.01,-0.01,0.00,0.01,
0.691,-0.01,0.11,1.02,-0.01,0.00,0.01,
0.692,-0.01,0.11,1.02,-0.01,0.01,0.01,
0.695,-0.01,0.11,1.02,-0.01,0.01,0.01,
0.695,-0.01,0.11,1.02,0.00,0.01,0.01,
0.7,-0.01,0.11,1.02,0.00,0.01,0.01,
0.7,-0.01,0.11,1.02,0.00,0.02,0.01,
0.706,-0.01,0.11,1.02,0.00,0.02,0.01,
0.707,-0.01,0.11,1.02,0.00,0.02,0.00,
0.71,-0.01,0.11,1.02,0.00,0.02,0.00,
0.711,-0.01,0.11,1.02,0.02,0.03,0.00,
0.715,-0.01,0.11,1.01,0.02,0.03,0.00,
0.715,-0.01,0.11,1.01,0.02,0.03,-0.00,
0.72,-0.01,0.11,1.01,0.02,0.03,-0.00,
0.721,-0.01,0.11,1.01,0.03,0.03,-0.01,
0.725,-0.01,0.11,1.00,0.03,0.03,-0.01,
0.725,-0.01,0.11,1.00,0.04,0.03,-0.01,
0.73,-0.02,0.11,1.00,0.04,0.03,-0.01,
0.73,-0.02,0.11,1.00,0.05,0.03,-0.01,
0.756,-0.02,0.11,1.00,0.05,0.03,-0.01,
0.757,-0.02,0.11,1.00,0.05,0.03,-0.01,
0.757,-0.02,0.11,0.99,0.05,0.03,-0.01,
0.757,-0.02,0.11,0.99,0.05,0.02,-0.01,
0.757,-0.02,0.11,0.98,0.05,0.02,-0.01,
0.758,-0.02,0.11,0.98,0.05,0.03,-0.01,
0.758,-0.02,0.12,0.98,0.05,0.03,-0.01,
0.758,-0.02,0.12,0.98,0.04,0.02,-0.01,
0.759,-0.02,0.12,0.98,0.04,0.02,-0.01,
0.759,-0.02,0.12,0.98,0.03,0.02,-0.01,
0.76,-0.01,0.12,0.98,0.03,0.02,-0.01,
0.76,-0.01,0.12,0.98,0.03,0.01,-0.01,
0.768,-0.01,0.12,0.97,0.03,0.01,-0.01,
0.768,-0.01,0.12,0.97,0.01,0.01,-0.01,
0.769,-0.01,0.12,0.97,0.01,0.01,-0.01,
0.77,-0.01,0.12,0.97,0.01,0.01,-0.01,
0.776,-0.01,0.12,0.97,0.01,0.01,-0.01,
0.777,-0.01,0.12,0.97,0.00,0.01,-0.01,
0.779,-0.01,0.12,0.97,0.00,0.01,-0.01,
0.78,-0.01,0.12,0.97,-0.01,0.00,-0.01,
0.784,-0.01,0.12,0.97,-0.01,0.00,-0.01,
0.785,-0.01,0.12,0.97,-0.00,-0.00,-0.01,
0.789,-0.01,0.12,0.98,-0.00,-0.00,-0.01,
0.79,-0.01,0.12,0.98,-0.01,-0.01,-0.02,
0.794,-0.01,0.12,0.98,-0.01,-0.01,-0.02,
0.795,-0.01,0.12,0.98,-0.01,-0.02,-0.01,
0.799,-0.01,0.12,0.98,-0.01,-0.02,-0.01,
0.8,-0.01,0.12,0.98,-0.00,-0.02,-0.02,
0.805,-0.01,0.12,0.98,-0.00,-0.02,-0.02,
0.806,-0.01,0.12,0.98,0.00,-0.03,-0.02,
0.809,-0.01,0.12,0.98,0.00,-0.03,-0.02,
0.81,-0.01,0.12,0.98,0.00,-0.04,-0.02,
0.814,-0.01,0.12,0.98,0.00,-0.04,-0.02,
0.815,-0.01,0.12,0.98,-0.00,-0.05,-0.02,
0.819,-0.01,0.12,0.97,-0.00,-0.05,-0.02,
0.82,-0.01,0.12,0.97,-0.01,-0.05,-0.02,
0.824,-0.01,0.12,0.97,-0.01,-0.05,-0.02,
0.825,-0.01,0.12,0.97,-0.01,-0.06,-0.01,
0.829,-0.01,0.12,0.98,-0.01,-0.06,-0.01,
0.83,-0.01,0.12,0.98,-0.03,-0.06,-0.01,
0.834,-0.01,0.12,0.98,-0.03,-0.06,-0.01,
0.835,-0.01,0.12,0.98,-0.03,-0.06,-0.01,
0.847,-0.01,0.12,0.98,-0.03,-0.06,-0.01,
0.848,-0.01,0.12,0.98,-0.04,-0.06,-0.01,
0.848,-0.01,0.12,0.99,-0.04,-0.06,-0.01,
0.848,-0.01,0.12,0.99,-0.04,-0.05,-0.01,
0.849,-0.00,0.12,1.00,-0.04,-0.05,-0.01,
0.85,-0.00,0.12,1.00,-0.04,-0.05,-0.01,
0.856,-0.00,0.12,1.00,-0.04,-0.05,-0.01,
0.857,-0.00,0.12,1.00,-0.03,-0.04,-0.01,
0.861,-0.01,0.12,1.00,-0.03,-0.04,-0.01,
0.861,-0.01,0.12,1.00,-0.03,-0.04,-0.01,
0.864,-0.01,0.12,1.00,-0.03,-0.04,-0.01,
0.865,-0.01,0.12,1.00,-0.02,-0.03,-0.01,
0.869,-0.01,0.12,1.01,-0.02,-0.03,-0.01,
0.87,-0.01,0.12,1.01,-0.01,-0.02,-0.02,
0.875,-0.01,0.12,1.01,-0.01,-0.02,-0.02,
0.876,-0.01,0.12,1.01,-0.00,-0.02,-0.02,
0.879,-0.01,0.12,1.01,-0.00,-0.02,-0.02,
0.88,-0.01,0.12,1.01,0.01,-0.02,-0.02,
0.884,-0.01,0.12,1.01,0.01,-0.02,-0.02,
0.885,-0.01,0.12,1.01,0.01,-0.02,-0.02,
0.889,-0.01,0.11,1.01,0.01,-0.02,-0.02,
0.89,-0.01,0.11,1.01,0.01,-0.02,-0.03,
0.895,-0.01,0.12,1.01,0.01,-0.02,-0.03,
0.895,-0.01,0.12,1.01,0.01,-0.02,-0.02,
0.899,-0.01,0.11,1.00,0.01,-0.02,-0.02,
0.9,-0.01,0.11,1.00,0.01,-0.02,-0.03,
0.906,-0.01,0.11,1.00,0.01,-0.02,-0.03,
0.907,-0.01,0.11,1.00,0.01,-0.02,-0.02,
0.91,-0.01,0.12,1.00,0.01,-0.02,-0.02,
0.91,-0.01,0.12,1.00,0.01,-0.03,-0.02,
0.916,-0.01,0.12,1.00,0.01,-0.03,-0.02,
0.917,-0.01,0.12,1.00,0.02,-0.03,-0.02,
0.922,-0.01,0.11,1.00,0.02,-0.03,-0.02,
0.924,-0.01,0.11,1.00,0.02,-0.03,-0.02,
0.929,-0.02,0.11,1.00,0.02,-0.03,-0.02,
0.931,-0.02,0.11,1.00,0.01,-0.04,-0.01,
0.933,-0.02,0.11,1.00,0.01,-0.04,-0.01,
0.935,-0.02,0.11,1.00,0.01,-0.03,-0.01,
0.936,-0.02,0.11,1.00,0.01,-0.03,-0.01,
0.937,-0.02,0.11,1.00,0.00,-0.04,-0.02,
0.955,-0.02,0.11,1.00,0.00,-0.04,-0.02,
0.963,-0.02,0.11,1.00,-0.01,-0.04,-0.01,
0.964,-0.02,0.12,1.00,-0.01,-0.04,-0.01,
0.964,-0.02,0.12,1.00,-0.01,-0.04,-0.01,
0.965,-0.01,0.12,1.00,-0.01,-0.04,-0.01,
0.966,-0.01,0.12,1.00,-0.02,-0.04,-0.01,
0.967,-0.01,0.12,1.00,-0.02,-0.04,-0.01,
0.968,-0.01,0.12,1.00,-0.03,-0.04,-0.01,
0.969,-0.01,0.12,1.00,-0.03,-0.04,-0.01,
0.969,-0.01,0.12,1.00,-0.04,-0.05,-0.01,
0.97,-0.01,0.12,1.00,-0.04,-0.05,-0.01,
0.97,-0.01,0.12,1.00,-0.04,-0.05,-0.01,
0.983,-0.02,0.12,1.01,-0.04,-0.05,-0.01,
0.984,-0.02,0.12,1.01,-0.04,-0.06,-0.02,
0.986,-0.01,0.12,1.01,-0.04,-0.06,-0.02,
0.989,-0.01,0.12,1.01,-0.03,-0.06,-0.01,
0.99,-0.01,0.12,1.01,-0.03,-0.06,-0.01,
0.991,-0.01,0.12,1.01,-0.03,-0.07,-0.01,
1.029,-0.01,0.12,1.01,-0.03,-0.07,-0.01,
1.03,-0.01,0.12,1.01,-0.03,-0.07,-0.02,
1.03,-0.01,0.12,1.01,-0.03,-0.07,-0.02,
1.031,-0.01,0.12,1.01,-0.02,-0.06,-0.01,
1.031,-0.01,0.11,1.01,-0.02,-0.06,-0.01,
1.032,-0.01,0.11,1.01,-0.01,-0.05,-0.02,
1.032,-0.01,0.11,1.01,-0.01,-0.05,-0.02,
1.033,-0.01,0.11,1.01,-0.00,-0.04,-0.01,
1.033,-0.01,0.11,1.00,-0.00,-0.04,-0.01,
1.034,-0.01,0.11,1.00,0.00,-0.04,-0.02,
1.035,-0.01,0.11,1.01,0.00,-0.04,-0.02,
1.035,-0.01,0.11,1.01,0.01,-0.03,-0.02,
1.036,-0.01,0.11,1.00,0.01,-0.03,-0.02,
1.036,-0.01,0.11,1.00,0.02,-0.03,-0.02,
1.037,-0.01,0.11,1.00,0.02,-0.03,-0.02,
1.037,-0.01,0.11,1.00,0.02,-0.02,-0.01,
1.038,-0.01,0.11,0.99,0.02,-0.02,-0.01,
1.038,-0.01,0.11,0.99,0.02,-0.02,-0.01,
1.039,-0.01,0.11,0.99,0.02,-0.02,-0.01,
1.039,-0.01,0.11,0.99,0.02,-0.02,-0.01,
1.04,-0.01,0.11,0.99,0.02,-0.02,-0.01,
1.041,-0.01,0.11,0.99,0.02,-0.03,-0.00,
1.044,-0.01,0.12,0.99,0.02,-0.03,-0.00,
1.046,-0.01,0.12,0.99,0.02,-0.03,0.00,
1.049,-0.01,0.12,0.99,0.02,-0.03,0.00,
1.049,-0.01,0.12,0.99,0.01,-0.04,0.00,
1.054,-0.01,0.12,1.00,0.01,-0.04,0.00,
1.055,-0.01,0.12,1.00,0.01,-0.05,-0.00,
1.067,-0.01,0.12,0.99,0.01,-0.05,-0.00,
1.069,-0.01,0.12,0.99,0.01,-0.05,-0.00,
1.073,-0.01,0.11,0.99,0.01,-0.05,-0.00,
1.073,-0.01,0.11,0.99,0.01,-0.06,-0.01,
1.074,-0.01,0.11,0.99,0.01,-0.06,-0.01,
1.074,-0.01,0.11,0.99,-0.01,-0.06,-0.01,
1.075,-0.01,0.11,0.99,-0.01,-0.06,-0.01,
1.075,-0.01,0.11,0.99,-0.01,-0.06,-0.01,
1.089,-0.01,0.11,0.99,-0.01,-0.06,-0.01,
1.09,-0.01,0.11,0.99,-0.01,-0.06,0.00,
1.09,-0.01,0.12,0.99,-0.01,-0.06,0.00,
1.091,-0.01,0.12,0.99,-0.02,-0.06,0.00,
